id,question_number,exam_id,exam_year,question_type,nullified,question,choices,answerKey,area_especialidade,nivel_dificuldade,referencia_legal
2010-02_44,44,2010-02,2010,LABOUR,False,"O empregado João foi contratado para trabalhar como caixa de um supermercado. No ato de admissão, foi-lhe entregue o regulamento da empresa, onde constava a obrigatoriedade do uso do uniforme para o exercício do trabalho. Entretanto, cerca de cinco meses após a contratação, João compareceu para trabalhar sem o uniforme e, por isso, foi adverti do. Um mês depois, o fato se repeti u e João foi suspenso por 3 dias. Passados mais 2 meses, João compareceu novamente sem uniforme, tendo sido suspenso por 30 dias. Ao retornar da suspensão foi encaminhado ao departamento de pessoal, onde tomou ciência da sua dispensa por justa causa (indisciplina – art. 482, h da CLT).
Diante deste caso concreto","{'text': ['está correta a aplicação da justa causa, uma vez que João descumpriu reiteradamente as ordens genéricas do empregador contidas no regulamento geral.', 'está incorreta a aplicação da justa causa, uma vez que João cometeu ato de insubordinação e não de indisciplina.', 'está incorreta a aplicação da justa causa, uma vez que João cometeu mau procedimento.', 'está incorreta a aplicação da justa causa, uma vez que o empregador praticou bis in idem, ao punir João duas vezes pelo mesmo fato.'], 'label': ['A', 'B', 'C', 'D']}",D,,,
2010-02_45,45,2010-02,2010,LABOUR,False,"Com relação ao regime de férias, é correto afirmar que:","{'text': ['as férias devem ser pagas ao empregado com adicional de 1/3 até 30 dias antes do início do seu gozo.', 'salvo para as gestantes e os menores de 18 anos, as férias podem ser gozadas em dois períodos.', 'o empregado que pede demissão antes de completado seu primeiro período aquisitivo faz jus a férias proporcionais.', 'as férias podem ser converti das integralmente em abono pecuniário, por opção do empregado.'], 'label': ['A', 'B', 'C', 'D']}",C,,,
2010-02_46,46,2010-02,2010,LABOUR,False,"Marcos foi contratado para o cargo de escriturário de um banco privado. Iniciada sua atividade, Marcos percebeu que o gerente lhe estava repassando tarefas alheias à sua função. A rigor, conforme constava do quadro de carreira da empresa devidamente registrado no Ministério do Trabalho e Emprego, as atribuições que lhe estavam sendo exigidas deveriam ser destinadas ao cargo de tesoureiro, cujo nível e cuja remuneração eram bem superiores.
Esta situação perdurou por dois anos, ao fim dos quais Marcos decidiu ajuizar uma ação trabalhista em face do seu empregador. Nela, postulou uma obrigação de fazer – o seu reenquadramento para a função de tesoureiro – e o pagamento das diferenças salariais do período.
Diante desta situação jurídica, é correto afirmar que:","{'text': ['o pedido está inepto, uma vez que este é um caso típico de equiparação salarial e não houve indicação de paradigma.', 'o pedido deve ser julgado improcedente, uma vez que a determinação das atividades, para as quais o empregado está obrigado, encontra-se dentro do jus variandi do empregador.', 'o pedido deve ser julgado procedente, se for demonstrado, pelo empregado, que as suas atividades correspondiam, de fato, àquelas previstas abstratamente na norma interna da empresa para o cargo de tesoureiro.', 'o pedido deve ser julgado procedente em parte, uma vez que só a parti r da decisão judicial que determine o reenquadramento é que o empregado fará jus ao aumento salarial.'], 'label': ['A', 'B', 'C', 'D']}",C,,,
2010-02_47,47,2010-02,2010,LABOUR,False,"Joana foi contratada para trabalhar de segunda a sábado na residência do Sr. Demétrius, de 70 anos, como sua acompanhante, recebendo salário mensal.  Ao exato término do terceiro mês de prestação de serviços, o Sr. Demétrius descobre que a Sra. Joana está grávida, rescindindo a prestação de serviços.  Joana, inconformada, ajuíza ação trabalhista para que lhe seja reconhecida a condição de empregada doméstica e garanti do o seu emprego mediante reconhecimento da estabilidade provisória pela gestação. Levando-se em consideração a situação de Joana, assinale a alternativa correta.","{'text': ['A função de acompanhante é incompatível com o reconhecimento de vínculo de emprego doméstico.', 'Joana faz jus ao reconhecimento de vínculo de emprego como empregada doméstica.', 'Joana não fará jus à estabilidade gestacional, pois este não é um direito garanti do à categoria dos empregados domésticos.', 'Joana não fará jus à estabilidade gestacional, pois o contrato de três meses é automaticamente considerado de experiência para o Direito do Trabalho e pode ser rescindido ao atingir o seu termo final.'], 'label': ['A', 'B', 'C', 'D']}",B,,,
2010-02_48,48,2010-02,2010,LABOUR,False,"Paulo, empregado de uma empresa siderúrgica, sofreu acidente do trabalho, entrando em gozo de auxílio-doença acidentário, a partir do décimo sexto dia de seu afastamento. Durante este período de percepção do benefício previdenciário, ele foi dispensado sem justa causa por seu empregador.
Diante do exposto, assinale a alternativa correta.","{'text': ['Paulo tem direito a ser reintegrado, com fundamento na garanti a provisória de emprego assegurada ao empregado acidentado.', 'Paulo tem direito a ser readmiti do, com fundamento na garanti a provisória de emprego assegurada ao empregado acidentado.', 'Paulo tem direito a ser readmiti do, em razão da interrupção do contrato de trabalho que se operou a partir do décimo sexto dia de afastamento.', 'Paulo tem direito a ser reintegrado, em razão da suspensão do contrato de trabalho que se operou a partir do décimo sexto dia de afastamento.'], 'label': ['A', 'B', 'C', 'D']}",D,,,
2010-02_49,49,2010-02,2010,LABOUR-PROCEDURE,False,"Com relação às provas no processo do trabalho, assinale a alternativa correta.","{'text': ['As testemunhas devem ser necessariamente arroladas pelas partes dentro do prazo estabelecido pelo juiz, a fim de que sejam notificadas para comparecimento à audiência.', 'Cada uma das partes não pode indicar mais de três testemunhas, inclusive nas causas sujeitas ao procedimento sumaríssimo, salvo quando se tratar de inquérito para apuração de falta grave, caso em que este número pode ser elevado a seis.', 'Na hipótese de deferimento de prova técnica, é vedada às partes a apresentação de peritos assistentes.', 'Nas causas sujeitas ao procedimento sumaríssimo, somente quando a prova do fato o exigir, ou for legalmente imposta, será deferida prova técnica, incumbindo ao juiz, desde logo, fixar o prazo, o objeto da perícia e nomear perito.'], 'label': ['A', 'B', 'C', 'D']}",D,,,
2010-02_50,50,2010-02,2010,LABOUR-PROCEDURE,False,"Com relação às despesas processuais na Justiça do Trabalho, assinale a afirmativa correta.","{'text': ['As entidades fiscalizadoras do exercício profissional, em face de sua natureza autárquica, são isentas do pagamento de custas.', 'As custas devem ser pagas pelo vencido, após o trânsito em julgado da decisão. No caso de recurso, estas devem ser pagas e comprovado o recolhimento dentro do prazo recursal.', 'O benefício da gratuidade de justiça não pode ser concedido de ofício pelo juiz, devendo ser necessariamente requerido pela parte interessada.', 'A responsabilidade pelo pagamento dos honorários periciais é da parte sucumbente na pretensão objeto da perícia, ainda que beneficiária da gratuidade de justiça.'], 'label': ['A', 'B', 'C', 'D']}",B,,,
2010-02_51,51,2010-02,2010,LABOUR-PROCEDURE,False,"Com relação à execução trabalhista, assinale a afirmativa correta.","{'text': ['A execução deve ser impulsionada pela parte interessada, sendo vedado ao juiz promovê-la de ofício.', 'O termo de compromisso de ajustamento de conduta firmado perante o Ministério Público do Trabalho, para que possa ser executado no processo do trabalho, depende de prévia homologação pelo juiz que teria competência para o processo de conhecimento relativo à matéria.', 'Conforme disposição expressa na Consolidação das Leis do Trabalho, considera-se inexigível o título judicial fundado em lei ou ato normativo declarados inconstitucionais pelo Supremo Tribunal Federal ou em aplicação ou interpretação ti das por incompatíveis com a Constituição Federal.', 'Garanti da a execução ou penhorados os bens, é de 10 (dez) dias o prazo para o executado apresentar embargos à execução, cabendo igual prazo ao exequente para impugnação.'], 'label': ['A', 'B', 'C', 'D']}",C,,,
2010-02_52,52,2010-02,2010,LABOUR-PROCEDURE,False,Assinale a alternativa que apresente requisitos intrínsecos genéricos de admissibilidade recursal.,"{'text': ['Capacidade, legitimidade e interesse.', 'Preparo, interesse e representação processual.', 'Representação processual, preparo e tempestividade.', 'Legitimidade, tempestividade e preparo.'], 'label': ['A', 'B', 'C', 'D']}",A,,,
2010-02_53,53,2010-02,2010,LABOUR-PROCEDURE,False,"Pedro ajuizou ação em face de seu empregador objetivando a satisfação dos pedidos de horas extraordinárias, suas integrações e consectárias. O seu pedido foi julgado improcedente. Recorre ordinariamente, pretendendo a substituição da decisão por outra de diverso teor, tempestivamente.
Na análise da primeira admissibilidade recursal há um equívoco, e se nega seguimento ao recurso por intempestivo. Desta decisão, tempestivamente, se interpõe o recurso de agravo por instrumento, que tem seu conhecimento negado pelo Tribunal Regional, por ausência do depósito recursal referente à metade do valor do recurso principal que se pretendia destrancar, nos termos do artigo 899, § 7º da Consolidação das Leis do Trabalho.
Quanto à conduta do Desembargador Relator, é corretor afirmar que:","{'text': ['ela está correta, uma vez que o referido artigo afirma que nos casos de interposição do recurso de agravo por instrumento é necessária a comprovação do depósito recursal de 50% do valor do depósito referente ao recurso que se pretende dar seguimento.', 'ela está correta, uma vez que o preparo é requisito de admissibilidade recursal e, por isso, não pode estar ausente, sob pena de não conhecimento do recurso.', 'ela está equivocada, pois em que pese haver a necessidade do preparo para a interposição do recurso de agravo por instrumento, no problema acima, o pedido foi julgado improcedente sendo recorrente o autor, portanto, dispensável o preparo no que se refere a depósito recursal.', 'ela está equivocada, pois o recurso de agravo por instrumento, na esfera laboral é o único, juntamente com os embargos por declaração, que não necessita de preparo para a sua interposição.'], 'label': ['A', 'B', 'C', 'D']}",C,,,
2010-02_54,54,2010-02,2010,LABOUR-PROCEDURE,False,"Segundo a legislação e a jurisprudência sobre a ação rescisória no Processo do Trabalho, assinale a afirmativa correta.","{'text': ['A decisão que extingue o processo sem resolução de mérito, uma vez transitada em julgado, é passível de corte rescisório.', 'É ajuizada independente de depósito prévio, em razão da previsão específica do Processo do Trabalho.', 'Quando for de competência originária de Tribunal Regional do Trabalho, admitirá o recurso de revista para o Tribunal Superior do Trabalho.', 'A sentença de mérito proferida por prevaricação, concussão ou corrupção do juiz, uma vez transitada em julgado, é passível de corte rescisório.'], 'label': ['A', 'B', 'C', 'D']}",D,,,
2010-02_55,55,2010-02,2010,LABOUR-PROCEDURE,False,"No dia 23.05.2003, Paulo apresentou reclamação verbal perante o distribuidor do fórum trabalhista, o qual, após livre distribuição, o encaminhou para a 132ª Vara do Trabalho do Rio de Janeiro. Entretanto, Paulo mudou de ideia e não compareceu à secretaria da Vara para reduzi-la a termo. No dia 24.12.2003, Paulo retornou ao distribuidor da Justiça do Trabalho e, decidido, apresentou novamente a sua reclamação verbal, cuja livre distribuição o encaminhou para a 150ª Vara do Trabalho do Rio de Janeiro. Desta vez, o trabalhador se dirigiu à secretaria da Vara, reduziu a reclamação a termo e saiu de lá ciente de que a audiência inaugural seria no dia 01.02.2004. Contudo, ao chegar o dia da audiência, Paulo mudou de ideia mais uma vez e não compareceu, gerando o arquivamento dos autos.
Diante desta situação concreta, é correto afirmar que:","{'text': ['Paulo não poderá ajuizar uma nova reclamação verbal, uma vez que a CLT proíbe o ajuizamento sucessivo de três reclamações desta modalidade.', 'Paulo poderá ajuizar uma nova reclamação verbal, uma vez que somente a segunda foi reduzida a termo, gerando apenas um arquivamento dos autos por ausência do autor na audiência inaugural.', 'Paulo não poderá ajuizar uma nova reclamação verbal, uma vez que deu ensejo à perempção prevista no CPC, aplicável subsidiariamente ao processo do trabalho.', 'Paulo poderá ajuizar nova reclamação trabalhista, mas apenas na forma escrita e assisti do obrigatoriamente por advogado.'], 'label': ['A', 'B', 'C', 'D']}",B,,,
2010-02_56,56,2010-02,2010,CRIMINAL,False,"Com relação ao concurso de delitos, é correto afirmar que:","{'text': ['no concurso de crimes as penas de multa são aplicadas distintamente, mas de forma reduzida.', 'o concurso material ocorre quando o agente, mediante mais de uma ação ou omissão, pratica dois ou mais crimes com dependência fática e jurídica entre estes.', 'o concurso formal perfeito, também conhecido como próprio, ocorre quando o agente, por meio de uma só ação ou omissão, pratica dois ou mais crimes idênticos, caso em que as penas serão somadas.', 'o Código Penal Brasileiro adotou o sistema de aplicação de pena do cúmulo material para os concursos material e formal imperfeito, e da exasperação para o concurso formal perfeito e crime continuado.'], 'label': ['A', 'B', 'C', 'D']}",D,,,
2010-02_57,57,2010-02,2010,CRIMINAL,False,"Paula Rita convenceu sua mãe adotiva, Maria Aparecida, de 50 anos de idade, a lhe outorgar um instrumento de mandato para movimentar sua conta bancária, ao argumento de que poderia ajudá-la a efetuar pagamento de contas, pequenos saques, pegar talões de cheques etc., evitando assim que a mesma tivesse que se deslocar para o banco no dia a dia. De posse da referida procuração, Paula Rita compareceu à agência bancária onde Maria Aparecida possuía conta e sacou todo o valor que a mesma possuía em aplicações financeiras, no total de R$ 150.000,00 (cento e cinquenta mil reais), apropriando-se do dinheiro antes pertencente a sua mãe. Considerando tal narrativa, assinale a alternativa correta.","{'text': ['Paula Rita praticou crime de estelionato em detrimento de Maria Aparecida e, pelo fato de ser sua filha adotiva, é isenta de pena.', 'Paula Rita praticou crime de furto mediante fraude em detrimento de Maria Aparecida e, pelo fato de ser sua filha adotiva, é isenta de pena.', 'Paula Rita praticou crime de estelionato em detrimento de Maria Aparecida e, apesar de ser sua filha adotiva, não é isenta de pena.', 'Paula Rita praticou crime de furto mediante fraude em detrimento de Maria Aparecida e, apesar de seu sua filha adotiva, não é isenta de pena.'], 'label': ['A', 'B', 'C', 'D']}",A,,,
2010-02_58,58,2010-02,2010,CRIMINAL,False,"A respeito do regime legal da prescrição no Código Penal, tendo por base ocorrência do fato na data de hoje, assinale a alternativa correta.","{'text': ['A prescrição, depois da sentença condenatória com trânsito em julgado para a acusação, regula-se pela pena aplicada, não podendo, em nenhuma hipótese, ter por termo inicial data anterior à da denúncia ou queixa.', 'A prescrição da pena de multa ocorrerá em 2 (dois) anos, independentemente do prazo estabelecido para a prescrição da pena de liberdade aplicada cumulativamente.', 'Se o réu citado por edital permanece revel e não constitui advogado, fica suspenso o processo, mantendo-se em curso o prazo prescricional, que passa a ser computado pelo dobro da pena máxima cominada ao crime.', 'São causas interruptivas do curso da prescrição previstas no Código Penal, dentre outras, o recebimento da denúncia ou da queixa, a pronúncia, a publicação da sentença condenatória ou absolutória recorrível.'], 'label': ['A', 'B', 'C', 'D']}",A,,,
2010-02_59,59,2010-02,2010,CRIMINAL,False,"Assinale a alternativa que preencha corretamente as lacunas do texto:
“para a ocorrência de __________, não basta a imputação falsa de crime, mas é indispensável que em decorrência de tal imputação seja instaurada, por exemplo, investigação policial ou processo judicial. A simples imputação falsa de fato definido como crime pode constituir __________, que, constitui infração penal contra a honra, enquanto a __________ é crime contra a Administração da Justiça”.","{'text': ['denunciação caluniosa, calúnia, denunciação caluniosa.', 'denunciação caluniosa, difamação, denunciação caluniosa.', 'comunicação falsa de crime ou de contravenção, calúnia, comunicação falsa de crime ou de contravenção.', 'comunicação falsa de crime ou de contravenção, difamação, comunicação falsa de crime ou de contravenção.'], 'label': ['A', 'B', 'C', 'D']}",A,,,
2010-02_60,60,2010-02,2010,CRIMINAL,False,"Arlete, em estado puerperal, manifesta a intenção de matar o próprio filho recém nascido. Após receber a criança no seu quarto para amamentá-la, a criança é levada para o berçário. Durante a noite, Arlete vai até o berçário, e, após conferir a identificação da criança, a asfixia, causando a sua morte. Na manhã seguinte, é constatada a morte por asfixia de um recém nascido, que não era o filho de Arlete.
Diante do caso concreto, assinale a alternativa que indique a responsabilidade penal da mãe.","{'text': ['Crime de homicídio, pois, o erro acidental não a isenta de responsabilidade.', 'Crime de homicídio, pois, uma vez que o art. 123 do CP trata de matar o próprio filho sob influência do estado puerperal, não houve preenchimento dos elementos do tipo.', 'Crime de infanticídio, pois houve erro quanto à pessoa.', 'Crime de infanticídio, pois houve erro essencial.'], 'label': ['A', 'B', 'C', 'D']}",C,,,
2010-02_61,61,2010-02,2010,CRIMINAL,False,"Relativamente à legislação sobre lavagem de capitais (Lei n. 9.613/98), assinale a alternativa correta.","{'text': ['O crime de lavagem só ocorre quando os bens, direitos ou valores provenientes, direta ou indiretamente, de um dos crimes antecedentes completam todo o processo de lavagem ocultação, dissimulação e integração).', 'Não constitui lavagem de dinheiro, mas crime de descaminho, a importação ou exportação de bens com valores não correspondentes aos verdadeiros, feita com o propósito de ocultar ou dissimular a utilização de bens, direitos ou valores provenientes de qualquer dos crimes antecedentes referidos na Lei n. 9.613/98.', 'O processo e julgamento dos crimes previstos na Lei n. 9613/98 dependem do processo e julgamento dos crimes antecedentes.', 'Pratica crime de lavagem de dinheiro quem utiliza, na atividade econômica ou financeira, bens, direitos ou valores que sabe serem provenientes de qualquer dos crimes antecedentes previstos na Lei n. 9613/98.'], 'label': ['A', 'B', 'C', 'D']}",D,,,
2010-02_62,62,2010-02,2010,CRIMINAL,False,"Fundação Pública Federal contrata o técnico de informática Abelardo Fonseca para que opere o sistema informatizado destinado à elaboração da folha de pagamento de seus funcionários. Abelardo, ao elaborar a referida folha de pagamento, altera as informações sobre a remuneração dos funcionários da Fundação no sistema, descontando a quantia de cinco reais de cada um deles. A seguir, insere o seu próprio nome e sua própria conta bancária no sistema, atribuindo-se a condição de funcionário da Fundação e destina à sua conta o total dos valores desviados dos demais. Terminada a elaboração da folha, Abelardo remete as informações à seção de pagamentos, a qual efetua os pagamentos de acordo com as informações lançadas no sistema por ele.
Considerando tal narrativa, é correto afirmar que Abelardo praticou crime de:","{'text': ['estelionato.', 'peculato.', 'concussão.', 'inserção de dados falsos em sistema de informações.'], 'label': ['A', 'B', 'C', 'D']}",D,,,
2010-02_63,63,2010-02,2010,CRIMINAL,False,"João da Silva, José da Silva e Maria da Silva são os acionistas controladores do Banco Silva’s e Família, cada um com 30% das ações com direito a voto e exercendo respectivamente os cargos de Diretor-Presidente, Diretor Comercial e Diretora de Contabilidade. Em razão das dificuldades financeiras que afetaram o Banco Silva’s e Família, os diretores decidem por em curso as seguintes práticas: (1) adquirir no mercado títulos do tesouro nacional já caducos (portanto sem valor algum) e, utilizando-os como simulacro de lastro, emitir títulos do banco para captar recursos financeiros junto aos investi dores; 2) forjar negócios com pessoas jurídicas inexistentes a fim de simular ganhos; e, por fim, (3) fraudar o balanço da instituição simulando lucros no exercício ao invés dos prejuízos efetivamente sofridos.
Os primeiros doze meses demonstraram resultados excelentes, com grande aumento do capital, mas os vinte e quatro meses seguintes são marcados por uma perda avassaladora de recursos, levando o banco à beira da insolvência, com um passivo cerca de 50 vezes maior que o ativo. Nesse momento, o Banco Silva’s e Família sofre uma intervenção do Banco Central e todos os fatos narrados acima vêm à tona.
Assinale a alternativa que indique o(s) crime(s) praticado(s) pelos acionistas controladores.","{'text': ['Crimes de falsidade ideológica, falsidade documental e estelionato qualificado.', 'Crime de gestão temerária de instituição financeira.', 'Crime de gestão fraudulenta de instituição financeira.', 'Crime de gestão temerária em concurso com crime de gestão fraudulenta de instituição financeira.'], 'label': ['A', 'B', 'C', 'D']}",C,,,
2010-02_64,64,2010-02,2010,CRIMINAL,False,"João da Silva foi denunciado por homicídio qualificado por motivo fútil. Nos debates orais ocorridos na primeira fase do procedimento de júri, a Defesa alegou que João agira em estrito cumprimento de dever legal, postulando sua absolvição sumária. Ao proferir sua decisão, o juiz rejeitou a tese de estrito cumprimento de dever legal e o pedido de absolvição sumária, e pronunciou João por homicídio simples, afastando a qualificadora contida na denúncia. A decisão de pronúncia foi confirmada pelo Tribunal de Justiça, operando-se a preclusão.
Considerando tal narrativa, assinale a afirmativa correta.","{'text': ['Nos debates orais perante os jurados, o promotor de justiça não poderá sustentar a qualificadora de motivo fútil, mas a defesa poderá alegar a tese de estrito cumprimento de dever legal.', 'Nos debates orais perante os jurados, o promotor de justiça poderá sustentar a qualificadora de motivo fútil e a defesa poderá alegar a tese de estrito cumprimento de dever legal.', 'Nos debates orais perante os jurados, o promotor de justiça não poderá sustentar a qualificadora de motivo fútil e a defesa não poderá alegar a tese de estrito cumprimento de dever legal.', 'Nos debates orais perante os jurados, o promotor de justiça poderá sustentar a qualificadora de motivo fútil, mas a defesa não poderá alegar a tese de estrito cumprimento de dever legal.'], 'label': ['A', 'B', 'C', 'D']}",A,,,
2010-02_65,65,2010-02,2010,CRIMINAL-PROCEDURE,False,"Em uma briga de bar, Joaquim feriu Pedro com uma faca, causando-lhe sérias lesões no ombro direito. O promotor de justiça ofereceu denúncia contra Joaquim, imputando-lhe a prática do crime de lesão corporal grave contra Pedro, e arrolou duas testemunhas que presenciaram o fato. A defesa, por sua vez, arrolou outras duas testemunhas que também presenciaram o fato.
Na audiência de instrução, as testemunhas de defesa afirmaram que Pedro tinha apontado uma arma de fogo para Joaquim, que, por sua vez, agrediu Pedro com a faca apenas para desarmá-lo. Já as testemunhas de acusação disseram que não viram nenhuma arma de fogo em poder de Pedro.
Nas alegações orais, o Ministério Público pediu a condenação do réu, sustentando que a legítima defesa não havia ficado provada. A Defesa pediu a absolvição do réu, alegando que o mesmo agira em legítima defesa. No momento de prolatar a sentença, o juiz constatou que remanescia fundada dúvida sobre se Joaquim agrediu Pedro em situação de legítima defesa.
Considerando tal narrativa, assinale a afirmativa correta.","{'text': ['O ônus de provar a situação de legítima defesa era da defesa. Assim, como o juiz não se convenceu completamente da ocorrência de legítima defesa, deve condenar o réu.', 'O ônus de provar a situação de legítima defesa era da acusação. Assim, como o juiz não se convenceu completamente da ocorrência de legítima defesa, deve condenar o réu.', 'O ônus de provar a situação de legítima defesa era da defesa. No caso, como o juiz ficou em dúvida sobre a ocorrência de legítima defesa, deve absolver o réu.', 'Permanecendo qualquer dúvida no espírito do juiz, ele está impedido de proferir a sentença. A lei obriga o juiz a esgotar todas as diligências que estiverem a seu alcance para dirimir dúvidas, sob pena de nulidade da sentença que vier a ser prolatada.'], 'label': ['A', 'B', 'C', 'D']}",C,,,
2010-02_66,66,2010-02,2010,CRIMINAL-PROCEDURE,False,"Em processo sujeito ao rito ordinário, ao apresentar resposta escrita, o advogado requer a absolvição sumária de seu cliente e não propõe provas. O juiz, rejeitando o requerimento de absolvição sumária, designa audiência de instrução e julgamento, destinada à inquirição das testemunhas arroladas pelo Ministério Público e ao interrogatório do réu. Ao final da audiência, o advogado requer a oitiva de duas testemunhas de defesa e que o juiz designe nova data para que sejam inquiridas.
Considerando tal narrativa, assinale a afirmativa correta.","{'text': ['O juiz deve deferir o pedido, pois a juntada do rol das testemunhas de defesa pode ser feita até o encerramento da prova de acusação.', 'O juiz não deve deferir o pedido, pois o desmembramento da audiência una causa nulidade absoluta.', 'O juiz só deve deferir a oitiva de testemunhas de defesa arroladas posteriormente ao momento da apresentação da resposta escrita se ficar demonstrado que a necessidade da oitiva se originou de circunstâncias ou fatos apurados na instrução.', 'O juiz deve deferir o pedido, pois apesar de a juntada do rol de testemunhas da defesa não ter sido feita no momento correto, em nenhuma hipótese do processo penal, o juiz deve indeferir diligências requeridas pela defesa.'], 'label': ['A', 'B', 'C', 'D']}",C,,,
2010-02_67,67,2010-02,2010,CRIMINAL-PROCEDURE,False,"Antônio Ribeiro foi denunciado pela prática de homicídio qualificado, pronunciado nos mesmos moldes da denúncia e submeti do a julgamento pelo Tribunal do Júri em 25/05/2005, tendo sido condenado à pena de 15 anos de reclusão em regime integralmente fechado. A decisão transita em julgado para o Ministério Público, mas a defesa de Antônio apela, alegando que a decisão dos Jurados é manifestamente contrária à prova dos autos. A apelação é provida, sendo o réu submeti do a novo Júri. Neste segundo Júri, Antônio é novamente condenado e sua pena é agravada, mas fixado regime mais vantajoso (inicial fechado).
A esse respeito, assinale a afirmativa correta.","{'text': ['Não cabe nova apelação no caso concreto, em respeito ao princípio da soberania dos veredictos.', 'A decisão do juiz togado foi incorreta, pois violou o princípio do ne reformatio in pejus, cabendo apelação.', 'A decisão dos jurados foi incorreta, pois violou o princípio do tantum devolutum quantum appelatum.', 'Não cabe apelação por falta de interesse jurídico, já que a fixação do regime inicial fechado é mais vantajosa do que uma pena a ser cumprida em regime integralmente fechado.'], 'label': ['A', 'B', 'C', 'D']}",B,,,
2010-02_68,68,2010-02,2010,CRIMINAL-PROCEDURE,False,"Relativamente às regras sobre ação civil fixadas no Código de Processo Penal, assinale a alternativa correta.","{'text': ['São fatos que impedem a propositura da ação civil: o despacho de arquivamento do inquérito ou das peças de informação, a decisão que julgar extinta a punibilidade e a sentença absolutória que decidir que o fato imputado não constitui crime.', 'Sobrevindo a sentença absolutória no juízo criminal, a ação civil não poderá ser proposta em nenhuma hipótese.', 'Transitada em julgado a sentença penal condenatória, a execução só poderá ser efetuada pelo valor fixado na mesma, não se admitindo, neste caso, a liquidação para a apuração do dano efetivamente sofrido.', 'Transitada em julgado a sentença penal condenatória, poderão promover-lhe a execução, no juízo cível, para o efeito da reparação do dano, o ofendido, seu representante legal ou seus herdeiros.'], 'label': ['A', 'B', 'C', 'D']}",D,,,
2010-02_69,69,2010-02,2010,CRIMINAL-PROCEDURE,False,"João foi denunciado pela prática do crime de furto (CP, art. 155), pois segundo narra a denúncia ele subtraiu colar de pedras preciosas da vítima. No decorrer da instrução processual, a testemunha Antônio relata fato não narrado na denúncia: a subtração do objeto furtado se deu mediante “encontrão” dado por João no corpo da vítima. Na fase de sentença, sem antes tomar qualquer providência, o Juiz decide, com base no sobredito testemunho de Antônio, condenar João nas penas do crime de roubo (CP, art. 157), por entender que o “encontrão” relatado caracteriza emprego de violência contra a vítima. A sentença condenatória transita em julgado para o Ministério Público.
O Tribunal, ao julgar apelo de João com fundamento exclusivo na insuficiência da prova para a condenação, deve:","{'text': ['anular a sentença.', 'manter a condenação pela prática do crime de roubo.', 'abrir vista ao Ministério Público para aditamento da denúncia.', 'absolver o acusado.'], 'label': ['A', 'B', 'C', 'D']}",D,,,
2010-02_70,70,2010-02,2010,CRIMINAL-PROCEDURE,False,"Ao final da audiência de instrução e julgamento, o advogado do réu requer a oitiva de testemunha inicialmente não arrolada na resposta escrita, mas referida por outra testemunha ouvida na audiência. O juiz indefere a diligência alegando que o número máximo de testemunhas já havia sido atingido e que, além disso, a diligência era claramente protelatória, já que a prescrição estava em vias de se consumar se não fosse logo prolatada a sentença. A sentença é proferida em audiência, condenando-se o réu à pena de 6 anos em regime inicial semi-aberto.
Com base exclusivamente nos fatos acima narrados, assinale a alternativa que apresente o que alegaria na apelação o advogado do réu, como pressuposto da análise do mérito recursal.","{'text': ['A redução da pena ou a fixação de um regime de cumprimento de pena mais vantajoso.', 'A anulação da sentença para que outra seja proferida em razão da violação do princípio da ampla defesa.', 'A reinquirição de todas as testemunhas em sede de apelação.', 'A anulação da sentença para que outra seja proferida em razão da violação do princípio da ampla defesa, com a correspondente suspensão do prazo da prescrição de modo que o órgão ad quem se sinta confortável para anular a sentença sem gerar impunidade no caso concreto.'], 'label': ['A', 'B', 'C', 'D']}",B,,,
2010-02_71,71,2010-02,2010,TAXES,False,"Mauro Ricardo decidiu não pagar o imposto de renda do último ano, pois sua esposa Ana, servidora pública, sofreu acidente de carro e foi declarada absolutamente incapaz, em virtude de traumatismo craniano gravíssimo.
Ocorre que a Receita Federal efetuou o lançamento e notificou Mauro, nos termos da lei, acerca do crédito tributário em aberto. Quando Mauro recebeu a notificação, ele se dirigiu à Receita e confessou a infração, prontificando-se a pagar, de imediato, o tributo devido, sem multa ou juros de mora.
A partir do exposto acima, assinale a afirmativa correta.","{'text': ['A confissão de Mauro tem o condão de excluir a sua responsabilidade, sem a imposição de qualquer penalidade. Entretanto, ele deve pagar o tributo devido acrescido dos juros de mora.', 'Mauro somente se apresentou à Receita após a notificação, o que exclui qualquer benefício oriundo da denúncia espontânea, devendo ele recolher o tributo devido, a penalidade imposta e os juros de mora.', 'A incapacidade civil de Ana tem reflexo direto na sua capacidade tributária, o que significa dizer que, após a sentença judicial de interdição, Ana perdeu, igualmente, a sua capacidade tributária, estando livre de quaisquer obrigações perante o fisco.', 'Caso Mauro tivesse procedido com mera culpa, ou seja, se a sonegação tivesse ocorrido por mero esquecimento, ele poderia pagar somente o tributo e os juros de mora, excluindo o pagamento de multa.'], 'label': ['A', 'B', 'C', 'D']}",B,,,
